rg-hub-development-westus3	Microsoft.ContainerRegistry/registries	acrhubdevelopmentwestus3	westus3	Standard	
rg-hub-development-westus3	Microsoft.ContainerService/managedClusters	aks-hub-development-westus3-v2	westus3	Base	
rg-hub-development-westus3	Microsoft.DBforPostgreSQL/flexibleServers	aeqpg0316203042	westus3	Standard_B1ms	
rg-hub-development-westus3	Microsoft.DBforPostgreSQL/flexibleServers	psql-hub-development-westus3-v2	westus3	Standard_B1ms	
rg-hub-development-westus3	Microsoft.Insights/actiongroups	ag-hub-development-westus3-v2	global		
rg-hub-development-westus3	Microsoft.Insights/components	appi-hub-development-westus3-v2	westus3		web
rg-hub-development-westus3	Microsoft.Insights/dataCollectionRules	hub-development-westus3-dcr	westus3		
rg-hub-development-westus3	Microsoft.KeyVault/vaults	kv-hubdevelopmentwest3v2	westus3		
rg-hub-development-westus3	Microsoft.Network/applicationGatewayWebApplicationFirewallPolicies	appgw-hub-development-westus3-v2-wafpolicy	westus3		
rg-hub-development-westus3	Microsoft.Network/networkSecurityGroups	appgw-hub-development-westus3-v2-nsg	westus3		
rg-hub-development-westus3	Microsoft.Network/networkSecurityGroups	vnet-hub-development-westus3-aks-nsg	westus3		
rg-hub-development-westus3	Microsoft.Network/networkSecurityGroups	vnet-hub-development-westus3-database-nsg	westus3		
rg-hub-development-westus3	Microsoft.Network/privateDnsZones	privatelink.blob.core.windows.net	global		
rg-hub-development-westus3	Microsoft.Network/privateDnsZones	privatelink.vaultcore.azure.net	global		
rg-hub-development-westus3	Microsoft.Network/privateDnsZones/virtualNetworkLinks	privatelink.blob.core.windows.net/vnet-hub-development-westus3-storage-link	global		
rg-hub-development-westus3	Microsoft.Network/privateDnsZones/virtualNetworkLinks	privatelink.vaultcore.azure.net/vnet-hub-development-westus3-keyvault-link	global		
rg-hub-development-westus3	Microsoft.Network/publicIPAddresses	appgw-hub-development-westus3-v2-pip	westus3	Standard	
rg-hub-development-westus3	Microsoft.Network/virtualNetworks	vnet-hub-development-westus3	westus3		
rg-hub-development-westus3	Microsoft.OperationalInsights/workspaces	aks-hub-development-westus3-v2-logs	westus3		
rg-hub-development-westus3	Microsoft.OperationalInsights/workspaces	log-hub-development-westus3-v2	westus3		
